Country,Region,Year,Water Source Type,Contaminant Level (ppm),pH Level,Turbidity (NTU),Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Lead Concentration (µg/L),Bacteria Count (CFU/mL),Water Treatment Method,Access to Clean Water (% of Population),"Diarrheal Cases per 100,000 people","Cholera Cases per 100,000 people","Typhoid Cases per 100,000 people","Infant Mortality Rate (per 1,000 live births)",GDP per Capita (USD),Healthcare Access Index (0-100),Urbanization Rate (%),Sanitation Coverage (% of Population),Rainfall (mm per year),Temperature (°C),Population Density (people per km²),Geo_area,Population,Actual_cases
Brazil,North,2012,Well,9.23,7.86,1.07,4.76,15.32,6.08,438,Boiling,93,434,38,95,98,17051,8.42,59,47,2648,31.25,260,3853677,1001956020,380743
Brazil,North,2003,Spring,1.6,7.92,1.69,8.52,36.49,8.21,3998,No treatment,86,464,32,92,84,66101,59.48,21,85,2716,5.76,589,3853677,2269815753,726341
Brazil,North,2014,River,3.25,7.73,1.97,7.12,27.46,13.82,3879,Boiling,62,419,3,42,75,89888,4.75,77,20,1195,5.35,239,3853677,921028803,27630
Brazil,West,2017,Lake,5.34,6.61,4.45,9.67,14.36,2.75,1129,Filtration,56,345,11,72,33,18663,27.19,64,75,728,4.85,907,927286,841048402,92515
Brazil,Central,2005,Tap,3.36,7.15,2.64,8.0,5.5,12.09,1185,Filtration,39,473,20,51,31,8515,26.14,53,47,1833,25.61,457,1612077,736719189,147343
Brazil,North,2022,Pond,2.44,6.08,3.39,4.85,49.09,6.45,836,Filtration,52,291,5,61,80,39920,99.93,50,46,542,32.12,62,3853677,238927974,11946
Brazil,Central,2012,Pond,4.25,8.25,2.25,4.48,24.4,6.02,4954,Filtration,81,407,0,28,25,91065,48.62,38,61,2176,28.78,447,1612077,720598419,0
Brazil,West,2016,Lake,8.23,7.36,4.43,4.67,47.23,5.41,2747,Boiling,82,411,41,16,5,25637,78.48,84,22,248,20.7,743,927286,688973498,282479
Brazil,East,2019,River,8.8,6.71,0.91,9.82,40.5,7.65,131,Boiling,62,21,32,92,82,86203,54.2,84,73,2296,24.46,285,1558196,444085860,142107
Brazil,West,2010,Pond,2.14,7.4,0.54,7.49,27.2,3.93,681,Boiling,65,121,7,78,53,39040,81.31,64,62,600,13.51,973,927286,902249278,63157
Brazil,East,2021,Well,2.92,7.59,4.65,6.89,16.11,4.51,2685,Boiling,83,336,20,49,30,28103,22.86,15,92,1381,9.78,752,1558196,1171763392,234352
Brazil,North,2022,Well,3.39,7.32,1.74,8.01,0.28,0.07,2237,Chlorination,48,337,11,86,71,97657,44.49,70,67,2619,29.32,565,3853677,2177327505,239506
Brazil,South,2021,Tap,2.52,6.75,4.03,6.65,16.04,11.65,4393,Boiling,45,342,25,8,57,10052,49.17,57,60,1877,37.9,598,577214,345173972,86293
Brazil,South,2003,Tap,7.12,8.28,3.38,5.84,29.91,0.82,3979,Chlorination,67,278,48,13,84,18032,46.36,34,34,1437,6.38,724,577214,417902936,200593
Brazil,South,2012,Spring,3.97,7.97,2.99,7.22,2.83,7.7,1317,Chlorination,90,11,26,19,91,2706,31.45,54,86,2801,32.06,498,577214,287452572,74737
Brazil,West,2018,River,9.42,6.52,4.37,7.96,46.5,12.15,3498,Filtration,79,115,21,86,49,86044,43.23,84,39,2875,1.86,786,927286,728846796,153057
Brazil,West,2021,River,5.85,7.45,4.75,4.36,19.89,9.66,455,No treatment,56,221,34,40,5,28014,14.66,72,78,2092,3.32,897,927286,831775542,282803
Brazil,South,2011,Spring,4.81,6.69,4.0,6.56,19.06,2.55,4819,Chlorination,80,175,49,58,29,25977,74.87,77,81,1102,2.83,536,577214,309386704,151599
Brazil,West,2004,Spring,2.82,8.39,2.03,7.66,34.05,2.55,2934,Chlorination,60,109,24,37,36,48877,76.56,54,28,2163,17.84,972,927286,901321992,216317
Brazil,South,2000,Well,3.21,8.33,4.29,8.4,7.38,13.37,2078,Chlorination,65,334,43,67,58,30094,89.26,45,73,1692,4.6,93,577214,53680902,23082
Brazil,West,2016,Well,6.9,6.79,4.49,8.12,13.31,10.64,3612,No treatment,39,411,19,51,47,93418,44.59,30,96,2033,37.22,617,927286,572135462,108705
Brazil,Central,2015,River,0.95,7.1,3.56,5.07,42.92,5.93,1310,Chlorination,35,455,39,34,50,89927,67.77,46,81,2630,6.16,786,1612077,1267092522,494166
Brazil,North,2021,Lake,4.93,8.42,2.79,4.35,12.04,9.09,4664,No treatment,75,70,19,8,50,90297,60.21,51,20,2435,6.31,564,3853677,2173473828,412960
Brazil,Central,2016,Lake,6.2,7.4,4.98,5.86,14.56,11.81,3096,Boiling,87,195,0,79,8,98933,5.49,80,69,2285,9.48,566,1612077,912435582,0
Brazil,South,2024,River,6.33,7.15,2.41,8.6,19.2,8.16,2272,Filtration,95,169,13,65,94,91791,99.74,19,39,1188,6.56,670,577214,386733380,50275
Brazil,East,2009,Lake,1.7,6.35,3.66,4.09,34.48,12.05,4509,No treatment,43,282,42,60,13,89172,19.74,76,54,2198,12.93,558,1558196,869473368,365178
Brazil,Central,2013,Lake,8.04,6.38,2.21,4.13,16.58,5.86,3216,No treatment,39,297,30,76,66,78313,86.43,56,76,659,9.4,309,1612077,498131793,149439
Brazil,Central,2024,Lake,3.38,7.38,0.21,8.07,13.65,17.59,4993,No treatment,87,43,34,51,19,74232,89.92,39,35,1662,31.55,607,1612077,978530739,332700
Brazil,East,2017,Lake,9.92,8.49,1.6,4.54,31.26,7.01,3496,No treatment,63,441,36,78,50,45484,27.42,89,70,222,22.84,250,1558196,389549000,140237
Brazil,South,2018,Spring,6.8,6.9,3.53,4.09,48.46,13.07,3443,Filtration,97,108,27,90,9,91710,4.79,60,42,832,31.21,253,577214,146035142,39429
Brazil,East,2015,Spring,3.14,6.65,4.79,3.69,38.53,14.53,3731,Chlorination,67,385,26,54,70,52801,78.52,44,65,759,10.48,557,1558196,867915172,225657
Brazil,West,2024,Tap,7.56,8.29,1.21,3.73,47.98,1.43,3649,No treatment,80,236,17,85,79,9307,45.23,54,59,889,38.24,534,927286,495170724,84179
Brazil,East,2008,Lake,0.07,8.4,0.43,5.33,48.12,13.76,1514,Filtration,39,81,15,90,71,6325,92.95,88,51,2742,13.71,791,1558196,1232533036,184879
Brazil,Central,2005,Spring,6.35,6.11,1.27,7.0,16.35,4.54,4627,Boiling,48,330,32,3,57,98624,56.24,53,91,2118,21.9,771,1612077,1242911367,397731
Brazil,East,2024,Spring,3.35,7.71,1.91,8.85,34.29,0.56,2964,No treatment,37,152,13,60,70,18688,22.95,37,70,1251,9.89,170,1558196,264893320,34436
Brazil,North,2021,Well,3.78,6.55,2.03,9.01,20.04,14.0,2914,Chlorination,50,408,30,59,37,61956,80.37,42,35,1798,8.62,172,3853677,662832444,198849
Brazil,Central,2002,Spring,1.78,6.08,4.01,8.01,35.22,5.39,1348,Chlorination,67,322,24,87,32,1882,27.65,77,77,1582,19.0,734,1612077,1183264518,283983
Brazil,East,2010,River,7.73,8.11,2.11,6.99,32.99,7.31,3999,Boiling,73,390,21,12,74,32071,34.46,72,43,2787,39.19,667,1558196,1039316732,218256
Brazil,West,2000,Spring,8.26,6.36,0.36,3.52,13.12,10.48,1796,Chlorination,67,218,9,53,13,54266,32.28,16,55,2527,36.83,515,927286,477552290,42979
Brazil,East,2014,Well,2.98,7.99,4.48,9.59,1.27,19.78,4672,Filtration,56,456,24,70,75,13489,96.23,85,68,2652,37.13,819,1558196,1276162524,306279
Brazil,South,2011,Pond,8.2,6.11,1.97,3.77,31.75,7.86,1353,Boiling,88,125,46,50,44,45777,89.47,75,89,639,33.08,225,577214,129873150,59741
Brazil,North,2005,Lake,2.57,6.72,0.33,9.92,2.44,4.66,4360,Filtration,99,351,11,85,33,16966,39.62,76,94,2788,11.04,590,3853677,2273669430,250103
Brazil,West,2002,Lake,3.21,8.26,2.18,8.01,33.97,7.68,3061,Boiling,85,374,39,21,78,11751,82.76,79,24,1221,31.2,695,927286,644463770,251340
Brazil,North,2002,Spring,9.92,6.58,3.83,8.63,1.0,16.04,3152,Filtration,52,198,0,6,71,91478,26.87,49,86,2562,1.11,612,3853677,2358450324,0
Brazil,South,2019,Lake,1.43,8.5,3.21,7.6,6.74,13.38,1589,Chlorination,68,7,32,89,34,537,14.73,70,37,1625,38.6,681,577214,393082734,125786
Brazil,East,2004,Well,5.61,6.11,1.49,9.17,34.6,10.15,3664,Filtration,90,473,32,6,62,35732,71.83,88,22,2210,10.02,737,1558196,1148390452,367484
Brazil,North,2022,Well,0.24,8.38,0.72,8.36,6.29,16.21,4131,No treatment,60,51,22,73,32,98069,24.27,46,77,1641,5.33,199,3853677,766881723,168713
Brazil,North,2000,Tap,2.94,8.04,1.94,5.32,43.35,14.68,3635,Filtration,66,87,29,21,8,7772,67.34,64,40,803,37.62,108,3853677,416197116,120697
Brazil,East,2007,Pond,1.25,6.28,0.82,6.75,22.89,7.43,2897,Boiling,72,263,6,37,52,46098,2.24,46,49,882,13.12,564,1558196,878822544,52729
Brazil,North,2010,Well,5.99,6.6,0.94,7.01,16.79,18.0,3771,No treatment,58,135,21,43,20,48360,74.88,32,29,1347,20.97,359,3853677,1383470043,290528
Brazil,North,2013,Lake,2.96,6.04,0.75,7.79,11.44,5.73,4637,No treatment,42,456,2,98,37,81332,55.67,61,68,2978,32.9,208,3853677,801564816,16031
Brazil,Central,2020,Well,8.86,6.94,1.31,3.67,29.47,12.98,318,Filtration,35,174,46,67,69,24979,78.21,62,80,2630,6.75,658,1612077,1060746666,487943
Brazil,North,2008,Tap,9.44,6.53,0.55,4.71,4.24,0.64,4689,Chlorination,71,417,7,53,4,31580,39.62,49,72,2959,14.9,938,3853677,3614749026,253032
Brazil,South,2021,River,0.63,7.29,4.17,8.37,7.89,9.63,1112,No treatment,59,434,6,49,62,82799,2.87,14,53,2628,0.42,785,577214,453112990,27186
Brazil,Central,2023,Spring,8.36,6.61,4.29,9.13,47.3,14.37,3828,Filtration,83,214,46,43,23,44524,22.24,67,75,1107,13.38,139,1612077,224078703,103076
Brazil,North,2006,Spring,0.27,6.82,1.66,5.24,32.88,8.56,623,Filtration,78,488,21,62,91,88738,95.89,46,94,2975,28.16,273,3853677,1052053821,220931
Brazil,East,2021,River,7.84,6.35,2.95,5.0,25.7,15.03,530,Boiling,48,409,8,45,75,86576,62.12,25,56,1753,3.1,838,1558196,1305768248,104461
Brazil,Central,2001,River,1.71,8.31,1.64,3.0,46.92,0.12,10,Filtration,68,399,31,41,28,61894,47.97,83,34,2677,33.56,155,1612077,249871935,77460
Brazil,North,2022,River,0.97,6.08,4.99,7.88,6.17,2.22,768,No treatment,59,291,5,84,9,99937,86.99,54,34,1807,34.59,871,3853677,3356552667,167827
Brazil,East,2004,Lake,9.95,7.02,3.23,6.78,21.55,13.46,4804,Filtration,47,235,22,35,39,68672,11.08,20,95,2553,29.3,328,1558196,511088288,112439
Brazil,West,2020,River,2.59,7.3,4.79,9.16,25.77,3.92,3630,Chlorination,95,76,44,54,99,69361,15.85,78,78,2890,2.04,492,927286,456224712,200738
Brazil,North,2002,Tap,3.06,6.77,2.36,4.13,4.12,1.72,987,Boiling,80,62,27,42,37,92872,78.35,48,70,1902,28.48,134,3853677,516392718,139426
Brazil,East,2005,Lake,0.28,6.5,3.4,3.52,47.75,13.19,1078,Boiling,46,197,27,32,10,82052,38.13,27,57,2055,37.68,598,1558196,931801208,251586
Brazil,East,2009,River,5.57,7.46,3.41,5.95,21.15,11.3,3357,No treatment,79,97,1,86,6,96504,16.41,14,59,2882,18.72,848,1558196,1321350208,13213
Brazil,Central,2009,Tap,7.14,7.52,3.24,4.34,9.19,11.07,2061,No treatment,56,44,30,33,81,66122,38.5,63,56,2445,31.88,206,1612077,332087862,99626
Brazil,East,2023,Tap,9.3,8.48,2.89,9.63,34.32,0.92,4214,Boiling,75,342,22,83,88,55841,38.25,22,90,2868,19.34,113,1558196,176076148,38736
Brazil,South,2001,Tap,4.97,7.53,2.38,7.49,19.17,0.78,4977,Boiling,54,267,16,7,75,52403,5.15,60,21,2127,24.45,992,577214,572596288,91615
Brazil,South,2022,River,1.32,6.69,1.93,7.13,43.21,3.79,3773,Filtration,76,277,5,47,93,51935,74.48,31,32,2157,35.6,171,577214,98703594,4935
Brazil,North,2022,Spring,7.11,8.18,2.9,6.99,34.93,8.37,3568,Filtration,53,352,18,84,21,87052,13.24,47,22,1830,15.18,148,3853677,570344196,102661
Brazil,North,2001,Lake,7.6,6.38,2.28,3.57,3.31,17.8,1138,Chlorination,33,89,21,55,71,71862,70.56,83,46,1129,12.97,297,3853677,1144542069,240353
Brazil,West,2006,Lake,4.45,7.9,0.74,4.6,39.49,10.78,1509,No treatment,52,363,36,86,13,45745,82.33,31,69,943,31.21,260,927286,241094360,86793
Brazil,East,2012,Spring,3.03,7.68,0.71,6.15,29.6,0.58,1737,Boiling,93,279,27,87,41,57782,53.27,50,89,366,33.31,725,1558196,1129692100,305016
Brazil,North,2016,Pond,5.47,7.61,4.76,7.4,27.12,6.64,4969,Boiling,93,486,32,24,70,31049,0.95,86,63,1183,21.75,222,3853677,855516294,273765
Brazil,South,2023,Well,4.97,7.33,3.52,6.28,20.57,7.98,1385,Filtration,33,245,0,48,83,85925,94.51,29,73,2813,23.22,705,577214,406935870,0
Brazil,South,2023,Well,4.16,8.43,4.61,6.25,14.36,11.2,2129,Boiling,41,286,16,97,73,51303,61.13,79,25,1144,9.54,299,577214,172586986,27613
Brazil,East,2016,Well,7.35,6.61,2.55,9.42,47.89,9.98,3043,Filtration,48,352,29,98,18,31585,99.68,70,67,658,8.97,803,1558196,1251231388,362857
Brazil,West,2015,River,1.27,6.29,0.71,8.77,8.99,10.78,4092,Filtration,32,432,9,71,33,27930,31.81,10,49,2365,33.76,775,927286,718646650,64678
Brazil,Central,2023,Lake,4.61,6.07,3.91,5.35,7.45,18.19,1382,Filtration,44,177,43,60,20,7703,6.1,68,77,252,28.56,484,1612077,780245268,335505
Brazil,Central,2003,River,3.13,8.31,1.09,4.25,42.15,14.73,3578,Boiling,51,228,4,74,23,77995,11.55,63,65,429,16.15,422,1612077,680296494,27211
Brazil,North,2013,Tap,1.37,7.54,0.05,8.53,2.59,17.99,2934,Boiling,39,259,3,47,28,25462,13.89,33,20,578,30.36,620,3853677,2389279740,71678
Brazil,South,2015,Spring,6.97,7.88,4.1,7.87,2.66,10.53,698,Filtration,92,326,26,6,89,77000,65.11,37,87,213,23.82,92,577214,53103688,13806
Brazil,Central,2017,Well,0.85,7.5,4.71,7.14,40.36,8.61,1135,Boiling,62,168,13,94,13,1873,6.81,30,46,1571,17.45,150,1612077,241811550,31435
Brazil,South,2003,Tap,7.97,7.65,4.76,6.92,32.76,12.65,4540,Filtration,34,489,12,54,5,59452,3.88,13,44,353,25.5,636,577214,367108104,44052
Brazil,West,2017,Well,5.24,7.84,4.79,3.86,15.74,14.68,2122,Boiling,89,122,27,8,77,17220,84.73,73,29,1572,16.93,234,927286,216984924,58585
China,North,2017,Spring,9.69,6.7,3.5,4.62,14.31,13.77,67,Filtration,70,26,17,0,16,49901,64.64,32,96,2650,18.66,304,2346000,713184000,121241
China,South,2017,Spring,6.2,7.55,1.9,8.34,11.33,13.43,3871,Filtration,77,278,13,3,88,92110,46.56,83,56,1427,1.88,746,2366000,1765036000,229454
China,West,2001,Spring,7.87,6.92,4.87,9.3,16.72,15.63,3521,Chlorination,41,274,32,55,32,86054,27.13,22,82,1739,19.27,821,3108000,2551668000,816533
China,East,2021,Pond,3.61,6.16,1.31,5.15,16.14,7.97,1111,Filtration,32,246,39,27,89,57519,35.08,69,52,824,16.65,320,799000,255680000,99715
China,East,2010,River,0.84,7.28,4.66,8.92,5.97,14.54,3681,Filtration,96,315,13,22,71,81998,28.85,16,23,1641,15.73,599,799000,478601000,62218
China,North,2024,Lake,3.07,8.44,1.18,5.25,9.73,19.57,3754,Chlorination,44,117,20,50,75,84843,38.77,56,64,2417,6.56,853,2346000,2001138000,400227
China,North,2007,Well,2.62,7.66,1.66,3.31,20.9,18.18,3321,No treatment,77,489,20,46,94,85860,29.35,16,74,2397,20.06,242,2346000,567732000,113546
China,East,2015,River,3.05,7.91,3.5,4.32,16.84,11.63,4597,Boiling,65,139,7,4,68,57879,61.85,39,59,2636,24.74,990,799000,791010000,55370
China,East,2013,Pond,2.76,6.41,4.31,5.17,32.0,1.07,3527,No treatment,68,9,28,74,3,66155,0.77,12,73,2011,7.68,702,799000,560898000,157051
China,South,2009,Tap,7.74,6.26,2.67,7.6,15.75,9.31,2621,Chlorination,34,220,32,9,52,34987,39.93,21,76,2061,2.06,507,2366000,1199562000,383859
China,North,2004,Pond,2.11,7.43,0.22,8.46,22.99,2.36,1321,Chlorination,56,444,3,52,68,67005,72.52,21,50,2517,12.29,615,2346000,1442790000,43283
China,Central,2010,Pond,6.48,7.33,2.71,9.05,17.48,0.69,1457,Chlorination,95,13,5,33,24,45797,58.92,19,90,2237,24.33,810,1014000,821340000,41067
China,South,2008,River,1.11,6.47,0.75,9.34,39.84,6.51,2558,No treatment,98,212,14,9,27,53831,98.08,45,50,634,14.67,512,2366000,1211392000,169594
China,West,2022,Tap,8.27,7.75,4.81,3.38,10.51,13.61,2409,No treatment,70,419,19,97,91,90796,86.02,69,80,2316,24.5,984,3108000,3058272000,581071
China,Central,2002,Spring,2.67,6.4,2.27,4.38,49.07,14.21,805,Chlorination,86,45,44,28,2,44257,21.12,28,80,1760,20.25,480,1014000,486720000,214156
China,Central,2018,Well,0.64,7.18,1.48,4.51,43.58,10.72,4796,No treatment,52,285,27,25,15,99327,37.19,12,30,208,0.78,502,1014000,509028000,137437
China,Central,2006,Well,4.84,7.68,1.95,9.42,45.62,15.39,3737,Chlorination,47,38,40,18,62,25882,68.33,38,38,533,21.94,544,1014000,551616000,220646
China,West,2003,Pond,3.27,8.19,2.89,8.1,33.48,3.99,118,Filtration,95,394,41,83,37,62015,51.69,18,20,2580,7.11,664,3108000,2063712000,846121
China,West,2004,River,4.58,7.95,3.95,4.85,42.51,5.01,4981,Boiling,49,397,39,47,40,78128,49.51,20,54,1899,27.74,895,3108000,2781660000,1084847
China,South,2012,Pond,2.72,7.64,0.77,7.66,10.38,5.81,3497,Chlorination,34,196,23,57,41,16760,97.02,45,35,1656,37.49,597,2366000,1412502000,324875
China,Central,2017,Pond,7.64,7.95,1.13,6.87,27.3,19.96,2597,Filtration,52,495,47,87,87,93745,87.47,35,71,1665,33.94,74,1014000,75036000,35266
China,East,2014,River,5.22,8.3,2.07,8.2,5.02,17.47,1448,Filtration,44,33,31,86,10,52336,55.72,24,90,2472,8.13,941,799000,751859000,233076
China,East,2001,Lake,6.05,6.75,0.49,9.36,10.25,11.94,3951,Boiling,82,173,42,64,7,18950,88.49,13,90,755,17.62,238,799000,190162000,79868
China,South,2005,Spring,2.54,7.68,0.96,3.9,14.18,2.87,218,No treatment,74,353,48,30,45,7364,94.86,89,75,1943,29.95,887,2366000,2098642000,1007348
China,East,2017,Spring,2.95,6.7,2.43,6.08,29.2,6.18,2103,No treatment,84,234,26,89,68,4661,71.62,53,89,311,35.02,716,799000,572084000,148741
China,Central,2017,Well,0.7,7.7,4.66,4.93,22.35,1.81,4232,Boiling,48,462,20,77,14,55326,94.13,10,64,1401,26.38,706,1014000,715884000,143176
China,Central,2022,Lake,0.98,7.17,0.57,3.72,21.38,7.71,860,Filtration,98,140,3,9,65,31832,60.82,85,22,1731,18.5,944,1014000,957216000,28716
China,South,2005,Spring,7.7,6.12,2.13,7.91,48.1,16.8,97,Filtration,83,375,1,13,94,94766,5.27,71,29,2054,29.39,217,2366000,513422000,5134
China,North,2002,River,8.19,7.43,0.81,6.71,2.37,18.71,4641,Boiling,64,236,17,45,65,95179,57.74,39,47,1277,35.71,814,2346000,1909644000,324639
China,West,2009,Tap,8.12,6.52,1.82,4.35,48.77,11.88,1428,Boiling,69,474,43,95,87,25018,69.32,80,78,2097,15.2,222,3108000,689976000,296689
China,East,2013,Spring,4.59,7.88,2.6,9.3,41.02,14.52,1251,Filtration,41,336,15,13,81,53656,71.66,76,37,2759,35.03,889,799000,710311000,106546
China,South,2007,Lake,0.1,7.86,2.34,3.39,4.15,2.5,512,Boiling,89,107,16,26,29,17431,11.99,63,20,2091,15.95,542,2366000,1282372000,205179
China,West,2000,River,3.93,6.42,2.1,8.42,5.07,4.95,2157,Boiling,87,15,8,70,7,57324,96.65,86,87,1653,33.53,783,3108000,2433564000,194685
China,West,2011,Spring,9.3,7.4,2.44,5.5,13.87,10.33,309,No treatment,50,103,3,44,2,89515,1.93,35,92,1570,21.07,647,3108000,2010876000,60326
China,East,2022,Well,3.38,6.01,1.97,8.52,24.2,16.01,1070,No treatment,44,232,2,29,26,71531,43.0,32,61,332,7.36,810,799000,647190000,12943
China,East,2006,Well,3.39,6.69,3.08,7.42,6.74,1.59,4514,No treatment,74,476,34,16,56,90394,32.33,52,21,2395,31.11,748,799000,597652000,203201
China,South,2007,Spring,8.08,7.57,0.9,8.69,15.5,7.64,3745,No treatment,88,50,42,55,51,52052,7.43,68,87,2596,23.36,995,2366000,2354170000,988751
China,North,2008,Lake,8.23,7.47,3.86,8.56,18.28,8.3,278,Chlorination,47,295,18,19,74,71364,68.9,81,54,1568,16.65,904,2346000,2120784000,381741
China,North,2016,Pond,4.43,6.3,4.73,6.63,13.94,0.09,3780,Boiling,87,126,12,80,33,97186,31.35,56,96,1759,20.41,94,2346000,220524000,26462
China,East,2008,Well,1.7,6.05,2.17,8.69,3.57,19.21,2408,Boiling,99,137,23,6,48,16210,9.61,39,75,1520,31.27,440,799000,351560000,80858
China,North,2005,River,7.67,7.67,0.06,3.42,9.26,0.72,1548,Chlorination,63,318,41,64,14,26915,48.15,69,96,838,5.78,418,2346000,980628000,402057
China,East,2000,Well,4.23,6.93,4.54,7.55,7.33,12.79,1584,Boiling,76,104,46,95,20,95327,55.46,88,28,1202,2.91,490,799000,391510000,180094
China,North,2017,Lake,2.13,7.75,3.96,7.95,11.15,6.42,3137,No treatment,92,194,9,74,16,81863,30.89,49,75,1029,18.58,602,2346000,1412292000,127106
China,East,2007,Pond,2.86,7.38,1.31,3.85,49.71,12.77,4869,No treatment,37,159,9,19,81,41638,51.24,60,38,1521,14.49,55,799000,43945000,3955
China,South,2002,Spring,3.18,6.3,0.42,3.94,34.4,13.63,1865,Filtration,91,334,2,27,90,73561,52.39,87,64,463,8.1,507,2366000,1199562000,23991
China,East,2006,Tap,1.16,7.4,0.56,8.95,3.34,13.84,1047,Filtration,83,279,39,58,53,55800,24.79,12,66,2102,4.1,802,799000,640798000,249911
China,North,2022,Spring,3.54,6.16,4.4,4.15,42.49,18.2,2690,Filtration,87,340,17,10,36,76531,35.21,37,94,799,32.53,348,2346000,816408000,138789
China,North,2012,Tap,6.81,6.86,4.55,9.42,31.69,13.41,1332,Boiling,76,120,3,73,70,93866,90.87,52,77,2154,17.89,222,2346000,520812000,15624
China,South,2006,Tap,6.61,7.53,3.66,6.42,35.92,5.57,2302,Boiling,74,322,15,28,45,72883,47.22,52,63,2669,12.92,97,2366000,229502000,34425
China,West,2014,Well,5.76,6.92,1.83,5.54,29.27,13.56,2427,Chlorination,30,146,48,59,27,68499,27.97,41,83,495,18.77,949,3108000,2949492000,1415756
China,West,2013,River,7.92,7.33,4.9,9.17,8.11,15.9,3725,Boiling,72,407,39,55,94,26050,98.89,51,93,2120,21.32,501,3108000,1557108000,607272
China,North,2022,River,6.96,6.94,2.71,3.59,35.63,18.03,843,Boiling,90,105,6,90,77,15154,93.91,49,28,2128,38.45,586,2346000,1374756000,82485
China,Central,2022,River,4.0,7.93,1.41,3.61,3.14,6.84,3195,Chlorination,95,278,27,4,99,78634,55.19,40,53,1510,6.33,492,1014000,498888000,134699
China,South,2020,Spring,0.32,6.25,1.72,7.02,18.57,9.33,1650,Chlorination,45,476,36,22,91,75016,55.07,88,66,1251,22.2,570,2366000,1348620000,485503
China,Central,2011,Lake,7.92,7.42,4.5,6.58,10.5,7.44,4048,Filtration,88,403,44,67,98,85267,29.14,89,47,1343,18.56,58,1014000,58812000,25877
China,Central,2019,River,2.57,7.83,1.16,6.16,37.38,4.1,2345,Filtration,63,65,11,1,14,30618,94.56,15,81,1991,17.55,471,1014000,477594000,52535
China,West,2016,River,6.03,6.71,0.83,6.62,31.15,0.72,1604,Chlorination,38,320,36,16,31,13074,34.64,56,87,1431,12.61,420,3108000,1305360000,469929
China,West,2009,Pond,2.66,6.17,2.52,7.89,0.6,14.43,2894,Chlorination,53,69,3,57,14,25193,51.18,26,48,1662,36.97,356,3108000,1106448000,33193
China,South,2019,River,7.65,6.45,3.56,5.97,25.64,4.54,1890,Boiling,91,116,7,15,99,37795,79.7,27,88,2966,33.18,292,2366000,690872000,48361
China,West,2015,Lake,1.22,7.83,4.53,9.99,35.26,11.81,3515,Chlorination,62,398,17,57,17,70331,77.79,80,40,2359,25.41,888,3108000,2759904000,469183
China,North,2021,Tap,6.62,7.06,0.33,6.78,43.37,8.96,4096,Chlorination,50,250,27,89,48,42869,91.08,53,79,297,10.45,786,2346000,1843956000,497868
China,North,2016,Lake,5.28,7.68,2.05,7.73,14.48,16.56,1047,Chlorination,64,112,16,0,53,17233,10.2,70,31,1231,33.92,175,2346000,410550000,65688
China,Central,2011,Spring,8.61,7.06,2.47,3.83,2.57,11.25,2983,Boiling,72,1,7,26,29,64888,42.85,79,91,223,29.27,494,1014000,500916000,35064
China,East,2024,Spring,1.05,6.68,4.31,3.63,46.41,4.92,2659,Chlorination,68,99,21,36,9,25120,4.97,60,86,649,33.52,298,799000,238102000,50001
China,North,2001,Tap,4.16,6.77,3.53,7.66,16.74,19.73,1507,No treatment,59,413,24,93,65,69212,64.13,44,94,802,7.47,394,2346000,924324000,221837
China,South,2003,Tap,6.55,7.47,4.69,3.35,19.75,14.22,67,Boiling,43,320,47,54,19,93311,28.19,32,47,2754,15.01,873,2366000,2065518000,970793
China,North,2008,River,6.53,6.58,2.03,9.44,19.03,12.99,4197,Chlorination,97,214,40,54,24,44033,16.42,86,65,294,14.14,335,2346000,785910000,314364
China,East,2008,River,0.03,7.63,0.2,5.95,14.49,3.48,180,Filtration,87,29,24,96,91,45832,14.15,13,38,593,20.01,851,799000,679949000,163187
China,East,2011,Tap,7.4,8.48,3.66,6.58,18.48,6.47,2251,Boiling,81,239,21,93,43,30844,72.95,72,56,1064,19.82,672,799000,536928000,112754
China,West,2018,Tap,4.23,7.8,2.66,5.14,26.09,5.09,1752,Boiling,85,147,1,28,47,84583,48.13,20,80,2984,36.83,993,3108000,3086244000,30862
China,Central,2024,Pond,5.99,7.2,4.13,5.05,23.07,8.94,1231,Chlorination,56,229,0,63,32,27499,59.16,11,90,2004,39.6,924,1014000,936936000,0
China,East,2010,Well,5.26,6.34,4.74,6.38,25.64,13.29,3414,Chlorination,39,97,25,25,38,28930,18.58,87,82,2568,0.33,287,799000,229313000,57328
China,East,2005,Tap,4.09,8.23,2.31,3.46,39.67,8.92,3919,Filtration,59,102,30,7,19,5765,85.18,16,35,1817,5.94,598,799000,477802000,143340
China,East,2011,Tap,3.72,6.35,4.05,7.09,32.93,13.7,4525,Chlorination,40,213,13,91,84,17922,32.3,58,30,1605,3.9,469,799000,374731000,48715
China,West,2012,Pond,6.08,8.18,3.78,4.04,1.56,11.05,370,No treatment,73,391,7,0,60,99912,54.36,54,75,2492,11.32,562,3108000,1746696000,122268
China,East,2024,Spring,4.17,8.21,3.15,7.71,19.14,18.95,164,Chlorination,74,75,21,58,7,20205,12.26,27,84,1718,13.29,713,799000,569687000,119634
China,West,2000,Tap,0.39,6.63,2.79,4.11,39.99,2.85,3951,Filtration,32,67,34,82,42,46089,34.97,59,66,1108,11.18,515,3108000,1600620000,544210
